id_exploitation,region,culture_principale,type_sol,type_stockage,superficie_ha,distance_marche_km,pluviometrie_mm,age_exploitant,irrigation,formation_recue,delai_avant_vente_j,reclamation_appui_urgence,perte_elevee
EXP00259,Maritime,maïs,hydromorphe,magasin communautaire,1.63,14.5,1166.0,38,0,0,18.0,0,0
EXP00260,Centrale,maïs,hydromorphe,case traditionnelle,6.1,2.8,1139.0,24,0,0,78.0,0,1
EXP00261,Maritime,sorgho,sableux,aucun,0.74,16.0,704.0,66,0,1,4.0,0,0
EXP00262,Kara,manioc,argileux,case traditionnelle,3.31,16.8,1150.0,24,0,1,21.0,0,0
EXP00263,Plateaux,manioc,argileux,case traditionnelle,4.72,8.2,1396.0,44,1,0,29.0,0,0
EXP00264,Maritime,maïs,sableux,silo métallique,5.8,9.1,944.0,25,0,0,3.0,0,0
EXP00265,Savanes,manioc,sableux,magasin communautaire,3.16,23.9,1310.0,55,0,1,3.0,0,0
EXP00266,Maritime,sorgho,argileux,aucun,3.96,43.8,730.0,33,0,0,8.0,1,1
EXP00267,Plateaux,igname,hydromorphe,case traditionnelle,4.72,13.4,943.0,67,0,0,9.0,0,0
EXP00268,Maritime,maïs,hydromorphe,silo métallique,2.28,8.3,796.0,29,0,0,7.0,0,0
EXP00269,Maritime,manioc,hydromorphe,case traditionnelle,1.29,16.9,1281.0,53,1,0,,0,0
EXP00270,Maritime,manioc,sableux,case traditionnelle,6.39,11.9,1344.0,19,0,0,9.0,0,0
EXP00271,Maritime,riz,sableux,magasin communautaire,3.68,16.2,,24,0,0,15.0,1,1
EXP00272,Maritime,manioc,ferrugineux,case traditionnelle,2.55,14.5,1231.0,33,0,0,7.0,0,0
EXP00273,Maritime,manioc,argileux,magasin communautaire,0.88,14.8,1346.0,64,0,0,12.0,0,0
EXP00274,Centrale,manioc,hydromorphe,case traditionnelle,0.41,2.0,942.0,70,0,1,15.0,0,0
EXP00275,Centrale,manioc,argileux,case traditionnelle,3.26,9.1,981.0,50,0,0,11.0,0,0
EXP00276,Plateaux,manioc,sableux,silo métallique,0.39,8.4,1126.0,36,0,0,21.0,0,0
EXP00277,Plateaux,manioc,argileux,case traditionnelle,2.53,8.3,748.0,35,0,0,39.0,1,1
EXP00278,Plateaux,sorgho,sableux,magasin communautaire,1.48,19.8,976.0,29,0,0,4.0,1,0
EXP00279,Kara,riz,sableux,silo métallique,1.77,5.1,1464.0,36,1,1,6.0,0,0
EXP00280,Kara,maïs,ferrugineux,case traditionnelle,5.49,2.0,830.0,44,0,0,26.0,1,1
EXP00281,Maritime,sorgho,hydromorphe,silo métallique,1.5,8.2,1155.0,54,0,0,19.0,0,0
EXP00282,Maritime,sorgho,argileux,case traditionnelle,2.62,6.9,1076.0,30,0,1,27.0,0,0
EXP00283,Maritime,maïs,hydromorphe,case traditionnelle,1.5,13.4,911.0,20,0,0,25.0,0,0
EXP00284,Maritime,manioc,ferrugineux,case traditionnelle,3.06,6.9,,48,0,0,9.0,0,0
EXP00285,Centrale,maïs,ferrugineux,aucun,2.78,10.7,1371.0,31,0,0,41.0,0,0
EXP00286,Plateaux,riz,sableux,magasin communautaire,2.53,9.6,1083.0,39,0,0,42.0,0,0
EXP00287,Maritime,maïs,sableux,magasin communautaire,4.73,28.8,1120.0,56,0,0,6.0,0,0
EXP00288,Plateaux,riz,argileux,aucun,0.74,7.0,1334.0,65,0,0,37.0,0,0
EXP00289,Plateaux,maïs,argileux,case traditionnelle,0.6,19.1,881.0,46,0,0,40.0,1,1
EXP00290,Maritime,manioc,sableux,aucun,1.01,12.2,699.0,67,0,0,50.0,1,1
EXP00291,Kara,igname,sableux,silo métallique,2.79,24.2,1374.0,32,0,0,25.0,0,0
EXP00292,Maritime,manioc,argileux,aucun,3.42,34.5,983.0,56,0,0,11.0,0,0
EXP00293,Savanes,sorgho,ferrugineux,aucun,0.26,12.1,1164.0,69,0,0,8.0,1,0
EXP00294,Maritime,igname,sableux,aucun,3.39,2.9,767.0,30,0,0,11.0,0,0
EXP00295,Kara,sorgho,hydromorphe,case traditionnelle,1.96,5.1,1043.0,57,0,0,5.0,0,0
EXP00296,Savanes,maïs,argileux,silo métallique,6.5,4.1,687.0,43,0,0,21.0,0,0
EXP00297,Savanes,sorgho,argileux,silo métallique,3.23,9.1,965.0,64,1,0,13.0,0,0
EXP00298,Kara,maïs,sableux,magasin communautaire,6.02,8.1,794.0,34,0,1,4.0,0,0
EXP00299,Kara,manioc,sableux,case traditionnelle,5.31,15.0,739.0,68,0,1,8.0,0,0
EXP00300,Centrale,sorgho,sableux,aucun,1.96,23.0,877.0,60,1,0,,0,0
EXP00301,Kara,riz,sableux,case traditionnelle,4.34,2.6,400.0,55,0,1,21.0,1,1
EXP00302,Maritime,manioc,ferrugineux,magasin communautaire,1.95,12.9,672.0,20,0,0,8.0,0,0
EXP00303,Plateaux,manioc,hydromorphe,magasin communautaire,7.02,7.2,1138.0,23,0,0,49.0,0,0
EXP00304,Plateaux,sorgho,sableux,case traditionnelle,2.09,,1033.0,53,0,0,19.0,0,0
EXP00305,Kara,riz,sableux,silo métallique,3.53,9.2,692.0,43,0,0,5.0,0,0
EXP00306,Plateaux,manioc,ferrugineux,case traditionnelle,7.86,20.5,1081.0,35,0,1,12.0,0,0
EXP00307,Plateaux,igname,argileux,silo métallique,3.63,5.4,739.0,62,0,0,4.0,0,0
EXP00308,Centrale,maïs,,aucun,1.81,7.6,1123.0,44,0,0,41.0,0,0
EXP00309,Maritime,maïs,sableux,case traditionnelle,0.92,11.5,922.0,42,0,1,28.0,0,0
EXP00310,Maritime,riz,ferrugineux,silo métallique,0.74,9.9,872.0,35,0,0,8.0,1,0
EXP00311,Plateaux,igname,argileux,case traditionnelle,3.38,11.4,928.0,70,0,0,2.0,0,0
EXP00312,Plateaux,maïs,ferrugineux,aucun,2.36,3.3,1564.0,37,0,0,28.0,0,0
EXP00313,Maritime,maïs,hydromorphe,aucun,1.02,31.2,768.0,32,0,1,19.0,0,0
EXP00314,Plateaux,maïs,argileux,case traditionnelle,4.04,8.6,1004.0,54,0,0,37.0,0,0
EXP00315,Plateaux,sorgho,sableux,silo métallique,4.0,5.7,1138.0,20,0,1,1.0,0,0
EXP00316,Plateaux,maïs,ferrugineux,magasin communautaire,2.33,11.7,719.0,49,1,0,26.0,1,1
EXP00317,Plateaux,manioc,ferrugineux,magasin communautaire,6.19,13.0,567.0,48,0,1,14.0,0,0
EXP00318,Centrale,igname,hydromorphe,silo métallique,0.64,40.0,806.0,31,0,1,64.0,0,0
EXP00319,Plateaux,maïs,sableux,magasin communautaire,1.86,25.4,1132.0,58,1,1,5.0,1,0
EXP00320,Savanes,manioc,sableux,magasin communautaire,3.62,9.7,868.0,21,0,0,30.0,0,0
EXP00321,Savanes,manioc,ferrugineux,case traditionnelle,1.12,35.6,895.0,70,0,0,26.0,0,0
EXP00322,Plateaux,sorgho,ferrugineux,case traditionnelle,4.3,31.3,1169.0,63,0,1,4.0,0,0
EXP00323,Plateaux,manioc,sableux,aucun,5.15,5.8,756.0,28,1,0,,0,0
EXP00324,Plateaux,manioc,ferrugineux,case traditionnelle,0.32,45.9,,44,0,1,24.0,0,0
EXP00325,Kara,maïs,ferrugineux,magasin communautaire,6.33,8.8,587.0,29,0,1,8.0,0,0
EXP00326,Centrale,riz,hydromorphe,case traditionnelle,3.47,14.0,1027.0,51,0,0,8.0,0,0
EXP00327,Kara,sorgho,sableux,aucun,1.71,28.2,1005.0,37,0,0,32.0,0,1
EXP00328,Plateaux,maïs,ferrugineux,magasin communautaire,0.8,2.6,1141.0,44,0,0,54.0,1,0
EXP00329,Centrale,manioc,ferrugineux,case traditionnelle,4.69,11.4,675.0,68,1,0,30.0,1,1
EXP00330,Plateaux,igname,ferrugineux,case traditionnelle,0.98,15.6,904.0,51,0,0,4.0,0,0
EXP00331,Kara,maïs,hydromorphe,magasin communautaire,3.47,24.8,643.0,64,0,0,0.0,0,0
EXP00332,Maritime,maïs,,aucun,1.01,12.5,891.0,51,0,1,5.0,1,1
EXP00333,Centrale,manioc,ferrugineux,magasin communautaire,2.49,2.7,1306.0,43,1,0,26.0,0,0
EXP00334,Kara,maïs,hydromorphe,magasin communautaire,4.55,39.8,873.0,19,0,0,28.0,1,1
EXP00335,Maritime,maïs,ferrugineux,silo métallique,1.72,12.8,622.0,23,0,0,11.0,0,0
EXP00336,Centrale,manioc,hydromorphe,case traditionnelle,6.3,16.0,,46,0,0,5.0,0,0
EXP00337,Maritime,maïs,sableux,magasin communautaire,3.67,3.6,563.0,45,0,0,12.0,1,0
EXP00338,Kara,manioc,ferrugineux,case traditionnelle,1.12,30.4,639.0,45,0,1,3.0,0,1
EXP00339,Maritime,riz,sableux,case traditionnelle,0.85,8.8,1111.0,62,0,1,20.0,1,0
EXP00340,Savanes,manioc,sableux,silo métallique,1.37,7.2,603.0,23,0,0,18.0,0,0
EXP00341,Maritime,maïs,sableux,aucun,2.41,26.1,1025.0,53,0,1,5.0,0,0
EXP00342,Savanes,sorgho,sableux,aucun,6.69,4.0,956.0,57,0,0,31.0,0,0
EXP00343,Kara,maïs,argileux,aucun,7.51,16.2,822.0,52,1,0,16.0,0,0
EXP00344,Centrale,sorgho,ferrugineux,magasin communautaire,1.68,7.1,1005.0,31,0,0,7.0,0,0
EXP00345,Kara,manioc,ferrugineux,case traditionnelle,1.64,17.5,725.0,40,0,1,20.0,1,1
EXP00346,Kara,sorgho,hydromorphe,magasin communautaire,4.09,20.7,,21,0,0,63.0,1,1
EXP00347,Savanes,maïs,sableux,aucun,4.07,8.6,782.0,28,1,1,3.0,0,0
EXP00348,Maritime,maïs,argileux,silo métallique,5.66,29.2,857.0,60,0,0,66.0,0,0
EXP00349,Centrale,manioc,argileux,magasin communautaire,5.76,12.9,,51,1,1,16.0,0,0
EXP00350,Maritime,maïs,sableux,silo métallique,1.3,40.2,1115.0,63,0,0,24.0,0,0
EXP00351,Centrale,maïs,hydromorphe,silo métallique,0.72,26.3,1081.0,54,0,1,25.0,1,1
EXP00352,Maritime,riz,hydromorphe,aucun,3.71,13.9,321.0,31,0,0,8.0,1,1
EXP00353,Centrale,sorgho,ferrugineux,silo métallique,2.89,13.8,1011.0,61,0,0,11.0,0,0
EXP00354,Centrale,maïs,hydromorphe,magasin communautaire,0.47,4.4,531.0,54,0,1,40.0,0,0
EXP00355,Plateaux,igname,sableux,case traditionnelle,0.71,,868.0,28,0,0,45.0,1,1
EXP00356,Plateaux,sorgho,ferrugineux,magasin communautaire,3.59,8.0,924.0,19,0,1,13.0,0,0
EXP00357,Kara,sorgho,argileux,case traditionnelle,2.26,,866.0,58,1,1,56.0,0,0
EXP00358,Kara,riz,argileux,aucun,3.65,40.0,1070.0,56,0,1,14.0,0,0
EXP00359,Plateaux,riz,hydromorphe,magasin communautaire,1.06,28.9,1123.0,23,0,0,29.0,0,0
EXP00360,Centrale,manioc,,magasin communautaire,3.83,6.1,764.0,43,0,0,8.0,0,0
EXP00361,Savanes,riz,ferrugineux,case traditionnelle,3.14,12.9,756.0,66,0,0,27.0,0,0
EXP00362,Maritime,igname,argileux,magasin communautaire,4.02,16.0,941.0,60,0,0,12.0,0,0
EXP00363,Maritime,maïs,argileux,magasin communautaire,1.77,31.2,580.0,61,0,0,75.0,0,0
EXP00364,Maritime,maïs,ferrugineux,case traditionnelle,1.49,28.3,836.0,39,0,1,21.0,0,0
EXP00365,Centrale,maïs,sableux,aucun,0.79,18.9,1274.0,25,1,1,51.0,1,1
EXP00366,Plateaux,igname,hydromorphe,case traditionnelle,1.99,17.7,588.0,37,0,0,,1,1
EXP00367,Kara,manioc,argileux,magasin communautaire,5.0,12.7,868.0,54,0,1,16.0,0,0
EXP00368,Centrale,riz,ferrugineux,case traditionnelle,5.93,15.7,808.0,62,1,0,18.0,1,0
EXP00369,Plateaux,sorgho,ferrugineux,magasin communautaire,0.99,10.7,1431.0,52,0,0,60.0,0,0
EXP00370,Savanes,igname,hydromorphe,silo métallique,2.41,22.0,821.0,21,0,0,10.0,0,0
EXP00371,Kara,maïs,ferrugineux,aucun,6.75,18.4,835.0,49,0,1,73.0,0,1
EXP00372,Maritime,sorgho,hydromorphe,case traditionnelle,7.35,25.5,703.0,28,0,1,32.0,0,0
EXP00373,Plateaux,igname,sableux,aucun,1.93,25.0,952.0,50,0,0,58.0,1,1
EXP00374,Plateaux,maïs,sableux,silo métallique,5.3,8.0,1015.0,40,0,0,5.0,0,0
EXP00375,Maritime,sorgho,sableux,case traditionnelle,4.72,1.5,737.0,46,1,0,28.0,0,0
EXP00376,Maritime,manioc,ferrugineux,case traditionnelle,4.47,7.5,1187.0,50,1,0,41.0,0,0
EXP00377,Savanes,riz,ferrugineux,case traditionnelle,0.63,15.6,1015.0,52,0,0,42.0,1,1
EXP00378,Plateaux,manioc,argileux,aucun,1.6,10.7,1154.0,19,0,1,28.0,1,1
EXP00379,Plateaux,maïs,hydromorphe,case traditionnelle,2.22,10.4,871.0,69,1,1,12.0,0,0
EXP00380,Kara,maïs,ferrugineux,magasin communautaire,2.18,7.1,1008.0,48,0,0,11.0,0,0
EXP00381,Centrale,maïs,hydromorphe,silo métallique,2.39,17.2,899.0,45,0,1,10.0,0,0
EXP00382,Savanes,maïs,ferrugineux,aucun,7.87,2.8,1300.0,38,0,0,20.0,1,1
EXP00383,Kara,riz,hydromorphe,magasin communautaire,1.98,18.8,978.0,24,0,0,18.0,0,0
EXP00384,Plateaux,manioc,argileux,silo métallique,3.25,19.1,952.0,51,1,1,12.0,0,0
EXP00385,Plateaux,maïs,hydromorphe,case traditionnelle,3.17,25.1,840.0,37,0,0,14.0,0,0
EXP00386,Savanes,riz,sableux,aucun,2.41,70.8,826.0,66,0,0,16.0,1,1
EXP00387,Kara,riz,hydromorphe,case traditionnelle,1.04,1.3,,53,0,0,2.0,0,0
EXP00388,Savanes,manioc,hydromorphe,case traditionnelle,2.64,18.5,1147.0,41,0,1,12.0,0,0
EXP00389,Maritime,igname,sableux,aucun,0.46,21.0,786.0,20,0,0,10.0,0,1
EXP00390,Kara,manioc,sableux,case traditionnelle,3.47,7.5,980.0,47,0,0,5.0,0,0
EXP00391,Centrale,sorgho,hydromorphe,case traditionnelle,0.4,11.2,994.0,62,0,0,6.0,0,0
EXP00392,Maritime,maïs,ferrugineux,magasin communautaire,3.26,8.9,1036.0,43,0,0,12.0,0,0
EXP00393,Centrale,riz,argileux,case traditionnelle,1.54,19.3,540.0,52,1,0,21.0,0,0
EXP00394,Centrale,igname,ferrugineux,case traditionnelle,1.16,26.9,728.0,25,1,0,22.0,0,0
EXP00395,Maritime,sorgho,argileux,magasin communautaire,4.13,4.9,622.0,40,1,1,24.0,0,0
EXP00396,Plateaux,manioc,hydromorphe,silo métallique,1.81,17.3,958.0,60,0,0,22.0,0,0
EXP00397,Kara,riz,argileux,silo métallique,2.55,,734.0,41,0,0,11.0,0,0
EXP00398,Plateaux,manioc,hydromorphe,case traditionnelle,0.65,7.9,831.0,65,0,1,6.0,0,0
EXP00399,Plateaux,riz,sableux,magasin communautaire,6.21,1.0,,40,0,1,7.0,0,0
EXP00400,Plateaux,sorgho,sableux,silo métallique,2.73,6.5,853.0,61,0,0,15.0,0,0
EXP00401,Plateaux,igname,hydromorphe,case traditionnelle,2.72,5.9,680.0,52,0,0,18.0,0,0
EXP00402,Savanes,manioc,ferrugineux,case traditionnelle,3.52,6.7,1132.0,68,0,0,30.0,1,1
EXP00403,Kara,maïs,sableux,case traditionnelle,0.3,39.5,1065.0,46,0,0,42.0,1,0
EXP00404,Maritime,manioc,sableux,magasin communautaire,6.62,45.4,986.0,43,0,1,11.0,0,0
EXP00405,Savanes,maïs,hydromorphe,case traditionnelle,1.93,33.2,878.0,37,0,0,18.0,0,0
EXP00406,Kara,maïs,argileux,silo métallique,6.37,10.5,461.0,52,0,0,25.0,0,0
EXP00407,Plateaux,maïs,sableux,aucun,1.88,34.0,840.0,69,0,0,16.0,0,0
EXP00408,Kara,riz,ferrugineux,case traditionnelle,1.57,1.5,767.0,27,0,0,7.0,0,0
EXP00409,Maritime,maïs,argileux,magasin communautaire,3.36,5.6,1009.0,67,1,0,8.0,1,0
EXP00410,Savanes,maïs,ferrugineux,case traditionnelle,8.9,22.4,1099.0,69,0,1,31.0,0,0
EXP00411,Centrale,maïs,sableux,case traditionnelle,5.29,8.5,,58,1,0,12.0,0,0
EXP00412,Centrale,sorgho,hydromorphe,silo métallique,3.62,5.0,1253.0,49,0,0,13.0,0,0
EXP00413,Maritime,riz,sableux,magasin communautaire,3.32,17.0,814.0,63,1,1,1.0,0,0
EXP00414,Savanes,maïs,argileux,aucun,2.62,17.3,804.0,32,0,0,37.0,0,0
EXP00415,Maritime,maïs,sableux,magasin communautaire,6.18,18.4,1199.0,51,1,0,26.0,0,0
EXP00416,Maritime,manioc,sableux,case traditionnelle,4.21,19.9,990.0,60,1,0,4.0,0,0
EXP00417,Maritime,maïs,argileux,magasin communautaire,0.78,16.4,891.0,60,0,0,23.0,0,0
EXP00418,Kara,manioc,sableux,case traditionnelle,1.16,12.0,1393.0,49,0,0,25.0,0,0
EXP00419,Maritime,manioc,argileux,aucun,3.7,13.7,1089.0,39,0,0,51.0,1,1
EXP00420,Savanes,igname,hydromorphe,silo métallique,1.01,22.6,904.0,68,0,1,8.0,1,1
EXP00421,Centrale,maïs,ferrugineux,case traditionnelle,2.71,16.0,785.0,54,1,1,,0,0
EXP00422,Maritime,riz,ferrugineux,magasin communautaire,4.44,9.2,1268.0,59,1,0,10.0,0,0
EXP00423,Maritime,maïs,sableux,silo métallique,3.38,7.4,,51,0,0,10.0,0,0
EXP00424,Maritime,igname,sableux,silo métallique,0.89,13.6,956.0,64,0,1,44.0,0,0
EXP00425,Centrale,igname,ferrugineux,case traditionnelle,1.21,30.5,1112.0,43,0,0,32.0,0,0
EXP00426,Kara,riz,,case traditionnelle,3.45,20.1,1161.0,47,0,0,4.0,0,0
EXP00427,Maritime,manioc,argileux,case traditionnelle,8.27,31.6,1082.0,60,0,0,3.0,0,0
EXP00428,Kara,maïs,,case traditionnelle,2.32,10.4,1162.0,45,0,0,24.0,0,0
EXP00429,Maritime,sorgho,argileux,magasin communautaire,4.55,15.1,1058.0,31,1,1,14.0,0,0
EXP00430,Kara,riz,ferrugineux,case traditionnelle,3.4,16.8,1083.0,58,0,0,7.0,0,0
EXP00431,Savanes,maïs,ferrugineux,case traditionnelle,1.53,23.3,774.0,38,0,1,24.0,0,0
EXP00432,Kara,manioc,hydromorphe,magasin communautaire,4.58,10.4,1384.0,24,0,0,22.0,0,0
EXP00433,Centrale,manioc,argileux,case traditionnelle,0.63,20.0,654.0,38,0,0,16.0,1,1
EXP00434,Kara,sorgho,sableux,aucun,4.36,29.4,1024.0,21,0,0,17.0,0,0
EXP00435,Maritime,riz,argileux,magasin communautaire,3.54,12.5,629.0,64,0,1,7.0,0,0
EXP00436,Maritime,riz,hydromorphe,case traditionnelle,1.64,6.7,926.0,70,0,0,,0,0
EXP00437,Maritime,riz,,magasin communautaire,1.08,30.0,813.0,32,1,0,56.0,1,1
EXP00438,Plateaux,maïs,sableux,case traditionnelle,1.75,21.3,983.0,66,0,1,5.0,0,0
EXP00439,Kara,manioc,argileux,aucun,1.44,4.0,1032.0,55,0,0,31.0,1,0
EXP00440,Centrale,maïs,hydromorphe,magasin communautaire,2.06,12.7,720.0,68,0,0,,0,0
EXP00441,Kara,sorgho,sableux,magasin communautaire,1.89,41.1,943.0,27,0,0,27.0,0,0
EXP00442,Maritime,manioc,argileux,aucun,1.64,19.0,,22,0,1,14.0,0,0
EXP00443,Kara,manioc,hydromorphe,aucun,0.61,13.6,635.0,66,0,0,27.0,1,1
EXP00444,Maritime,maïs,argileux,silo métallique,0.96,6.0,745.0,33,0,0,5.0,0,0
EXP00445,Maritime,maïs,,case traditionnelle,5.07,6.0,1157.0,50,1,1,18.0,0,0
EXP00446,Kara,manioc,argileux,case traditionnelle,1.67,22.3,969.0,65,0,0,29.0,0,0
EXP00447,Savanes,maïs,hydromorphe,silo métallique,2.09,6.4,,36,0,0,18.0,0,0
EXP00448,Centrale,maïs,sableux,magasin communautaire,1.82,16.8,1195.0,23,0,0,25.0,0,0
EXP00449,Maritime,sorgho,hydromorphe,silo métallique,6.28,12.5,759.0,60,0,0,11.0,0,0
EXP00450,Centrale,manioc,sableux,silo métallique,1.41,16.2,825.0,42,0,0,26.0,0,0
EXP00451,Maritime,manioc,,case traditionnelle,1.33,11.7,796.0,20,0,0,44.0,1,1
EXP00452,Savanes,manioc,sableux,case traditionnelle,3.59,18.4,866.0,36,1,0,,1,1
EXP00453,Kara,sorgho,,magasin communautaire,2.86,25.0,1271.0,46,0,1,25.0,0,0
EXP00454,Maritime,maïs,hydromorphe,case traditionnelle,3.66,11.9,542.0,64,0,0,8.0,0,0
EXP00455,Maritime,sorgho,hydromorphe,silo métallique,3.51,23.6,663.0,30,0,0,47.0,0,0
EXP00456,Maritime,igname,hydromorphe,silo métallique,4.66,32.4,622.0,45,0,0,4.0,0,0
EXP00457,Savanes,riz,sableux,magasin communautaire,0.87,16.7,1286.0,28,0,1,21.0,0,0
EXP00458,Plateaux,manioc,sableux,silo métallique,3.36,22.0,803.0,34,0,1,16.0,0,0
EXP00459,Kara,riz,sableux,magasin communautaire,1.34,5.0,872.0,32,1,1,11.0,0,0
EXP00460,Centrale,manioc,ferrugineux,silo métallique,0.48,12.1,562.0,46,0,1,10.0,0,0
EXP00461,Centrale,manioc,ferrugineux,case traditionnelle,3.49,3.6,887.0,53,0,1,15.0,0,0
EXP00462,Maritime,manioc,ferrugineux,silo métallique,3.35,9.1,1158.0,24,0,1,43.0,0,0
EXP00463,Savanes,maïs,argileux,silo métallique,2.47,12.2,1011.0,22,0,0,19.0,0,0
EXP00464,Plateaux,maïs,argileux,case traditionnelle,4.71,43.3,924.0,57,0,0,2.0,1,1
EXP00465,Centrale,manioc,ferrugineux,magasin communautaire,1.35,7.5,574.0,34,0,0,3.0,0,0
EXP00466,Centrale,maïs,ferrugineux,aucun,3.88,13.2,871.0,51,0,0,19.0,0,0
EXP00467,Centrale,manioc,argileux,case traditionnelle,2.23,6.4,,22,0,0,33.0,1,1
EXP00468,Savanes,manioc,sableux,silo métallique,2.35,11.4,712.0,50,0,0,7.0,0,0
EXP00469,Maritime,igname,hydromorphe,aucun,0.53,18.6,1107.0,66,0,0,18.0,1,1
EXP00470,Plateaux,maïs,sableux,aucun,4.75,20.6,1162.0,41,0,1,34.0,0,0
EXP00471,Plateaux,riz,ferrugineux,case traditionnelle,3.27,10.4,823.0,49,0,0,21.0,0,0
EXP00472,Plateaux,manioc,ferrugineux,magasin communautaire,3.78,8.3,1124.0,34,0,0,17.0,0,0
EXP00473,Maritime,maïs,hydromorphe,aucun,1.21,35.2,924.0,33,0,1,12.0,0,0
EXP00474,Maritime,maïs,argileux,magasin communautaire,3.01,9.8,1225.0,22,0,0,14.0,0,0
EXP00475,Maritime,maïs,argileux,case traditionnelle,2.22,1.9,1438.0,43,0,0,26.0,0,0
EXP00476,Plateaux,maïs,ferrugineux,case traditionnelle,3.38,29.5,688.0,68,0,0,28.0,0,0
EXP00477,Plateaux,maïs,sableux,silo métallique,2.92,2.4,1135.0,25,0,0,28.0,0,0
EXP00478,Centrale,manioc,argileux,magasin communautaire,7.07,29.5,1263.0,40,0,1,9.0,0,0
EXP00479,Centrale,manioc,argileux,case traditionnelle,5.7,3.7,717.0,62,0,0,1.0,1,1
EXP00480,Plateaux,maïs,argileux,case traditionnelle,2.04,4.4,812.0,44,0,1,11.0,0,0
EXP00481,Plateaux,maïs,ferrugineux,silo métallique,3.49,5.4,809.0,58,1,0,30.0,1,0
EXP00482,Maritime,maïs,ferrugineux,magasin communautaire,1.92,9.2,918.0,38,0,1,50.0,0,0
EXP00483,Centrale,manioc,ferrugineux,aucun,4.63,29.7,864.0,50,0,0,6.0,0,1
EXP00484,Plateaux,maïs,ferrugineux,silo métallique,2.29,5.6,902.0,70,1,0,25.0,0,0
EXP00485,Maritime,manioc,ferrugineux,aucun,1.73,18.6,1151.0,50,0,0,9.0,1,1
EXP00486,Plateaux,maïs,hydromorphe,aucun,2.98,15.9,495.0,60,0,0,41.0,1,1
EXP00487,Plateaux,maïs,sableux,case traditionnelle,5.42,14.0,716.0,55,0,1,30.0,0,0
EXP00488,Maritime,igname,hydromorphe,magasin communautaire,4.87,26.2,1111.0,23,0,1,20.0,0,0
EXP00489,Centrale,maïs,hydromorphe,case traditionnelle,1.81,14.9,1083.0,27,0,0,21.0,1,1
EXP00490,Centrale,maïs,,aucun,6.68,15.7,696.0,50,0,1,38.0,0,0
EXP00491,Kara,maïs,ferrugineux,case traditionnelle,1.27,21.8,1084.0,37,0,0,3.0,0,0
EXP00492,Centrale,igname,argileux,silo métallique,1.58,9.4,1268.0,44,0,1,15.0,0,0
EXP00493,Centrale,riz,sableux,aucun,4.5,13.2,938.0,44,1,0,6.0,1,0
EXP00494,Plateaux,riz,ferrugineux,case traditionnelle,0.48,16.7,708.0,60,0,0,21.0,1,1
EXP00495,Kara,igname,argileux,aucun,2.55,,1160.0,70,1,0,18.0,0,0
EXP00496,Centrale,maïs,argileux,case traditionnelle,2.04,12.0,1364.0,70,0,0,20.0,1,1
EXP00497,Plateaux,igname,argileux,magasin communautaire,6.93,13.1,737.0,23,1,1,5.0,0,0
EXP00498,Centrale,maïs,ferrugineux,magasin communautaire,1.1,18.3,959.0,57,0,0,,0,0
EXP00499,Plateaux,riz,sableux,case traditionnelle,1.19,12.2,1212.0,56,1,0,27.0,1,1
EXP00500,Plateaux,manioc,argileux,magasin communautaire,7.55,7.6,978.0,63,1,1,11.0,0,0
EXP00501,Kara,manioc,argileux,aucun,2.05,21.8,531.0,41,0,0,29.0,1,1
EXP00502,Savanes,igname,ferrugineux,case traditionnelle,5.28,14.9,1056.0,45,0,0,1.0,0,0
EXP00503,Savanes,maïs,argileux,magasin communautaire,1.82,10.0,715.0,42,0,0,6.0,0,0
EXP00504,Plateaux,igname,hydromorphe,aucun,1.53,5.4,645.0,38,0,0,15.0,0,0
EXP00505,Plateaux,manioc,hydromorphe,silo métallique,5.45,2.4,535.0,31,0,1,12.0,0,0
EXP00506,Kara,riz,sableux,case traditionnelle,8.73,18.9,1236.0,52,0,0,39.0,0,0
EXP00507,Plateaux,igname,argileux,aucun,5.72,7.5,750.0,19,0,0,26.0,0,0
EXP00508,Kara,maïs,ferrugineux,case traditionnelle,1.74,3.4,1030.0,57,0,0,45.0,0,0
EXP00509,Plateaux,igname,,magasin communautaire,2.47,6.8,1089.0,62,1,0,,0,0
EXP00510,Maritime,manioc,argileux,magasin communautaire,1.23,16.7,989.0,30,0,0,12.0,0,0
EXP00511,Maritime,riz,sableux,silo métallique,1.4,7.4,1021.0,30,1,0,,0,0
EXP00512,Kara,maïs,hydromorphe,case traditionnelle,1.35,16.9,1041.0,45,0,1,20.0,0,0
EXP00513,Maritime,manioc,ferrugineux,case traditionnelle,1.85,8.7,983.0,63,0,0,4.0,0,0
EXP00514,Plateaux,riz,sableux,silo métallique,2.76,13.2,768.0,24,0,1,18.0,0,0
EXP00515,Plateaux,manioc,sableux,case traditionnelle,2.54,14.0,746.0,41,1,0,8.0,0,0
EXP00516,Maritime,maïs,sableux,magasin communautaire,4.08,21.0,925.0,30,0,1,29.0,0,0
EXP00517,Plateaux,maïs,argileux,silo métallique,2.86,21.5,920.0,63,0,0,15.0,1,1
EXP00518,Kara,sorgho,sableux,magasin communautaire,3.83,13.5,1053.0,64,0,1,3.0,0,0
EXP00519,Maritime,maïs,sableux,case traditionnelle,4.24,6.2,1214.0,23,0,0,32.0,0,0
